translation,selected_choice
不学李衡那样把柑树当作木奴来谋利。,不学荆州利木奴
溪水无情却似对我脉脉有情。,溪水无情似有情
自从那时至今约有四万八千年。,尔来四万八千岁
请别问我这个梁园旧客生活的甘苦。,休问梁园旧宾客
在这个日子本身，以及美好的节令里，那美丽的景色都很容易使人联想起以前的山阴兰亭之会。,永和三日荡轻舟
夕阳照到江面上，好像石壁翻到江中。,返照入江翻石壁
路经的属国已过居延。,属国过居延
简直就是在九重天之上游览。,如上九天游
站在南天门长啸一声。,天门一长啸
故乡的月亮已经照在船头。,故山月已挂船头
你所穿之袍，缀有明珠，耀如落日。,落日明珠袍
可惜赏心的时光难以久留。,赏心难久留
寒松摇曳若有声。,寒松萧瑟如有声
不要去理睬添愁助恨的棹声紧紧催促，要不然越来越多的离愁别恨一齐载到船上，船儿就会渐渐过重，就怕这桃花溪太浅，载不动这满船的离愁啊。,莫听声声催去棹，桃溪浅处不胜舟。
醉眼看看秋风把我的帽子吹落，月下醉舞，明月留人。,醉看风落帽，舞爱月留人。
塞北的天空八月就飘降大雪。,胡天八月即飞雪
我特别看重这晚秋九月九美好早晨的风物清嘉，命人在高台上张起双重帷幕，让乐队奏响动听的琴瑟琵琶。,秋晚佳晨重物华，高台复帐驻鸣笳。
楼前一轮红日，把青山照得多么明丽。,楼前红日照山明
不知要怎样才能够结束战争，让人人都能从事农业生产，好使这普天之下再没有一个苛吏来横索税钱！,安得务农息战斗，普天无吏横索钱。
又告诉青鸾神鸟将宓妃远迎。,腾告鸾鸟迎宓妃
世间最难了断的就是感情。,从来只有情难尽
请你传达一下这边塞的艰苦情况。,为传边塞情
有时秋雨绵绵，雨点打在山上，溅起湿湿的烟雾，笼罩着山头。,雨里孤峰湿作烟
只顾自己鸣噪不停。,鸣噪自纷纷
它幽深的心思有谁能懂呢。,幽思有谁知
追溯往事叹何时公平。,追叹何时平
村庄处处披满夕阳余辉。,斜光照墟落
孤山独自耸立，有谁肯在这里结庐。,孤山孤绝谁肯庐
回想以前还在东宫任职时。,忆昔在东掖
在今晚月圆的秋夜，恰与老友王处士相遇，更有穿梭飞舞的萤火虫从旁助兴。,相逢秋月满，更值夜萤飞。
池塘黑水飘香蒲草长得密森森。,水香塘黑蒲森森
岸边芦苇犹残存去秋的白花。,岸芦犹白去年花
我们一起来到百越这个少数民族地区。,共来百越文身地
迎风细听着那暮蝉的吟唱。,临风听暮蝉
我佐理朝政，肩负着治理天下的重任。,位窃和羹重
哀伤的一直哑哑啼哭。,哑哑吐哀音
汉公得中了科第高名。,汉公得高科
镜中照出我的憔悴面容。,自照憔悴容
告急的文书快如闪电。,羽书速惊电
哎，这世上难道会没有千里马。,世上岂无千里马
雨雪飘飘天地为之无光。,雨雪暗天地
叛军重重围困睢阳的态势，就像月亮周围的晕圈一样，围了一层又一层，守军则根据敌强我弱的形势布成像鱼丽那样的阵法，抵御敌人一次又一次的进攻。,合围侔月晕，分守若鱼丽。
松风偏爱葛衣轻。,松风偏与葛衣轻
邻里互相来往从不觉得孤寂难熬。,邻里相过不寂寥
风和日丽游春在泗水之滨。,胜日寻芳泗水滨
像山公那样酩酊大醉而归。,还似山公回
海内满布我的大名，如雷贯耳，以强项般的刚强不屈而闻于皇上。,赤县扬雷声，强项闻至尊。
你是我们李家宗室的佼佼者。,吾宗挺禅伯
珠帘不卷可知夜里飞霜。,珠帘不卷夜来霜
未能顾及平民百姓有无安康。,未睹斯民康
傍晚山林的雾气丝丝缕缕飘忽不定。,夕岚无处所
你要是不相信沙场征战的艰苦。,不信沙场苦
残月微光映照着空壁石岩。,壁空残月曙
酒杯当明镜照耀我欢乐容颜，独自一个人喝酒，自得其乐。,窥觞照欢颜，独笑还自倾。
栏杆边青苔繁茂。,栏边半是苔
墓底用水银灌注成江湖河海。,河汉九泉开
收复了失地，祖国又得到了统一。,恢复旧神州
是谁酿造出了这浊酒啊。,浊醪谁造汝
什么时候才是我返回故乡的日期呢？,何日是归年
他为官清廉，品性高洁。,想见冰壶照座清
枭雄认为自己的富贵超过五公。,自谓骄奢凌五公
青翠的树木与碧色屋檐相互掩映。,绿树碧檐相掩映
长亭的窗下，渠水荡漾着层层轻波。,长亭窗户压微波
黄河水也到来之时，不仅都城人民和吴楚人民得以解除旱象，而且汴河也畅行无阻了。,雨深一尺水一篙
登高四望排遣心中惆怅。,聊上危台四望中
溪水上的荷花如双栖鸳鸯一般，并蒂双双。,并蒂芙蓉本自双
同顶一轮明月又何曾身处两地呢？,明月何曾是两乡
身在宛溪的秋日寒霜之夜听着猿啼内心不尽的忧愁。,宛溪霜夜听猿愁
作草就要作兰草。,为草当作兰
又遇到蛮夷来骚扰侵犯。,山夷又纷然
我的处境好似被绳拴任的猿猴，穷途末路，真想像赌博一样奋力一掷五木。,五木思一掷，如绳系穷猿。
雄鸡一叫，天下大亮。,雄鸡一声天下白
自己终不得与其共事。,不得与之游
虽然已像窦融从关右奏上战表。,窦融表已来关右
当时与我结交的人是何等之多。,当时结交何纷纷
殿前吟诗作赋声音响彻云空。,殿前作赋声摩空
我这一辈子就应该做一个诗人吗。,此身合是诗人未
而凄凄惶惶的情景，看来要陪伴我一辈子了。,栖遑共百年
上到半山腰就看见了从海上升起的太阳。,半壁见海日
一家人住在关西长安，丈夫身居大将军的高位。,关西骠骑大将军
你我相隔天涯却共赏月亮。,天涯共此时
你看看，他那样的落泊之知识分子还云开雾散大干了一番。,狂客落魄尚如此
就已透出青冷的翠色。,寒色已青葱
她们能像男儿一样在马上翻飞，射猎飞禽走兽。,翻飞射野兽
神工鬼斧，山川形成。,造化辟川岳
镜湖之大有三百余里。,镜湖三百里
我胸有灭胡之策，但不敢触怒皇帝，只好逃奔南国以避战乱。,有策不敢犯龙鳞，窜身南国避胡尘。
想要招回他千年以前的灵魂，或许这首诗倒还适宜、妥当。,欲招千载魂，斯文或宜当。
高高的旗帜迎着太阳。,红旗开向日
只叹未到燕然山刻石记功名。,太息燕然未勒铭
高高的朝阳岩俯瞰清江。,高岩瞰清江
上指苍天请它给我作证。,指九天以为正兮
直入东海，当纳入其间矣；,万里写入胸怀间
百虫放在盆中相食强者为蛊。,皿虫化为疠
风云常常护着他军垒的藩篱栏栅。,风云常为护储胥
试登高山了望。,岧峣试一临
元美出行之时，正当拂晓，城头上斜挂一弯西垂的冷月，天明以后。,城头一片西山月
把满山的秋叶都染红了。,洒向千峰秋叶丹
州桥南北的天街之上，中原父老伫足南望，他们年年盼望王师返回。,州桥南北是天街，父老年年等驾回。
还思念着那仙人广成子。,尚想广成子
挥动马鞭奔赴万里之外。,挥鞭万里去
风雨迷茫，他卷起钓丝， 走进篷底 ，拿出盛酒的瓦罐，面对着风雨自斟自饮。,瓦瓯篷底独斟时
为什么要做迁徙的客人呢，没有多少劳作，却落得一声病。,何必为迁客，无劳是病身。
令人在画前心胸高远。,使人对此心缅邈
想象着荷花做自己的衣裙。,芙蓉作裙衩
江楼上响起了呜咽的号角声。,呜轧江楼角一声
天下再没有受寒挨冻的人。,天下无寒人
美丽野花尽收眼底。,野花看欲尽
宋朝明月照不到幽燕。,幽燕不照中天月
我的脸蜡黄，没有一点光泽，哪知道人世间的什么荣华富贵。,粉色全无饥色加，岂知人世有荣华。
连夜乘船从江夏出发。,宵征江夏县
忽然间送殡南阳雨泪涟涟。,相送南阳阡
想到这里不免让人肝肠寸断。,念之断人肠
晴朗的天气和暖暖的微风催生了麦子，麦子的气息随风而来。,晴日暖风生麦气
一笔一划又好似碎裂的云朵力劲暗藏期间。,崩云骨气馀
炼铜工人在明月之夜，一边唱歌一边劳动，他们的歌声响彻了寒峭的山谷。,赧郎明月夜，歌曲动寒川。
为我设宴，打开了酒樽。,为余开一尊
路两旁有绿竹红花，就是猿猴长啸，听起来也会感到幽静。,红芳绿笋是行路，纵有啼猿听却幽。
今天相逢可掏不出酒钱。,今日相逢无酒钱
荷叶初生时，春恨已生。,荷叶生时春恨生
忽然天又变晴，卷起帐幔露出了群山。,天忽作晴山卷幔
我的魂魄至今不能返回长安，仍在楚地飘游，哎，算了吧。,梦归归未得
只剩下，只剩下三棱箭头如狼牙。,直余三脊残狼牙
就赶紧勤奋地在窗前读书吧。,五经勤向窗前读
正因为在野外更有清幽淡色。,政缘在野有幽色
淋湿楚王的衣裳。,南行拂楚王
一去不返的是过去的时光。,乾坤别逝川
长亭里痛饮下别酒一瓢。,长亭酒一瓢
而今燕昭王之白骨已隐于荒草之中。,昭王白骨萦蔓草
我砍下一节竹子准备献给王孙戴上！,一节奉王孙
酒过三杯。,三杯容小阮
只有宫花寂寞地艳红。,宫花寂寞红
中原地区豺狼当道。,豺狼塞瀍洛
那只受伤的野雉带着箭冲着人高高地飞起，一番挣扎之后。,冲人决起百余尺
可是毕竟是秋天已到，天气渐凉，秋风瑟瑟，纵然决明现在比其他植物长的好，也无法抵挡秋天的寒冷，日后还是会凋零，无法独立。,凉风萧萧吹汝急，恐汝后时难独立。
进村见户户门前翠竹鲜花掩映。,近入千家散花竹
决不让中国大好河山永远沉沦！,肯使神州竟陆沉
分别后远隔烟水无限思念，这思念就像庭院里菖蒲花开那样盛，像天上祥云那样高。,别后相思隔烟水，菖蒲花发五云高。
羞愧自己只能在乡下随着乡人祭祀侧神紫姑。,羞逐乡人赛紫姑
泛读着《周王传》。,泛览周王传
新声在何处唱起。,新声何处唱
微薄的我确实没有用。,薄躯信无庸
唉，到明天天亮。,明晨坐相失
雨下了很久，南湖的水长的满满的。,久雨南湖涨
拂晓时分直向巴峡而去。,际晓投巴峡
“我”又在湓浦沙头水馆前。,湓浦沙头水馆前
笨嘴人总会感到言词繁绮。,语拙觉辞繁
远望山花如美丽的绣颊。,山花如绣颊
没有皇上的旨意，洪水来了也不敢乱走，如果皇上遇到危险，舍命也要保护皇上，就像博熊的冯婕妤一样。,水至亦不去，熊来尚可当。
秉烛夜游唯须饮酒。,秉烛唯须饮
沈宋驰骋在初唐的诗坛墨场，文彩风流，倒也没有尽废华美的齐梁。,沈宋横驰翰墨场，风流初不废齐梁。
获得了被人称赞的千古美名。,万古共嗟称
门前的马车排得老长。,门馆列车骑
嫉恨傲雪绽放的腊梅。,似妒寒梅疾
本爱长处清幽屡次不得如愿。,乐幽心屡止
冰雪消融，马蹄格外轻快。,雪尽马蹄轻
到了淮河后心情就变得很不好。,人到淮河意不佳
昨天夜晚江边的春水大涨。,昨夜江边春水生
垂柳一株，委身于永丰坊西南角的荒园中，因柔条极茂。,一树衰残委泥土
轻轻的露珠粘在房子上。,轻露拂朱房
春夜宁静一切生物全都止息。,夜静群动息
这一去还想说些什么呢。,此去欲何言
身靠铲锹想要泪下。,倚锸欲潸然
青石磨制的箭头，饰有兽角的硬弓四尺长。,四尺角弓青石镞
身穿铁甲守边远疆场辛勤已长久。,铁衣远戍辛勤久
撩人的红花映衬着白花。,多事红花映白花
飘荡在风里的船也知道和月亮徘徊留连不已。,风船解与月裴回
我想见你这位东坡的旧居士。,想见东坡旧居士
黄昏里吹来萧瑟凉风。,日夕凉风至
正当这一年将尽的时节。,临此岁方晏
一轮明月从海上升起好像与潮水一起涌出来。,海上明月共潮生
一对对燕子，你们什么时候飞回来的。,双飞燕子几时回
乐毅为此多么感动奋发。,乐生何感激
在黄鹤楼前的月光下。,黄鹤楼前月华白
经常进入深林中连鸟都不会起疑心。,惯入深林鸟不猜
要想安慰孤独的灵魂，最好还是开怀痛饮。,慰客偏宜把酒杯
相思之情如明月。,相思如明月
是鸟翅膀被摧残的日子。,羽翼摧残日
愿绘陛下英武容。,咸愿图形容
天气寒冷，菲薄的淡酒，不能让我在一醉中沉浸。,天寒酒薄难成醉
幸亏还有馆中诸公共同作伴。,喜得故人同待诏
搓成长长的线条便开始放风筝。,搓够千寻放纸鸢
不明白牛郎到底打的什么主意，是怎么想的，非得邀天上的仙女来织满天的锦绣云霞。,未会牵牛意若何，须邀织女弄金梭。
远处几棵萧条的桑柘树外面。,萧条桑柘处
成了千古荒凉的遗迹。,芜没四坟连
不要等到晓风吹来方才开放。,莫待晓风吹
沙洲上的鸟离行船很远，因此不惊动。,沙禽迥未惊
在扶疏的关树下敲镫高吟？,关树扶疏敲镫吟
黄昏后凭倚它隐身蓬蒿。,日暮隐蓬蒿
仍然有许多妙境值得徘徊。,历览幽意多
远处的山峰又衔来一轮好月。,山衔好月来
像黄耳犬送书，我也有信寄往家去。,犬书曾去洛
我记得天上云间最美妙的歌。,记得云间第一歌
林间的花儿，分外妖娆，与日光连成一片，分外明亮。,林花向日明
是否西入秦地，我愿像影子跟随在你身旁。,愿为影兮随君身
拴在槽上的马受束缚，蜷曲无法伸直，不自由的笼中鸟想念远行。,枥马苦踡跼，笼禽念遐征。
只有赠您青青松柏树枝！,惟有青青松树枝
看上去是如此嫣然含情。,似开未开最有情
一箭射中双兔连。,一发遂双连
座中诸君陶醉于清亮的光辉中。,四座醉清光
夜半醒来听到了浓重的露珠滴落声。,觉闻繁露坠
贾氏隔帘偷窥韩寿英俊年少。,贾氏窥帘韩掾少
数百个有着碧绿眼珠的矫健的外族骑士。,碧眼胡儿三百骑
今天我来此登楼而望。,今来一登望
懒得摇动白羽扇来祛暑。,懒摇白羽扇
思乡的眼泪在旅途流尽。,乡泪客中尽
戏谑放荡看视万古贤人。,谑浪万古贤
